0.98709,0.99956,0.081
0.50498,0.4031,0.13283
0.44408,0.23006,0.6102
0.54394,0.38757,0.18471
0.81237,0.49442,0.65135
0.14629,0.74951,0.62727
0.80716,0.95931,0.54307
0.89719,0.31039,0.84749
0.78422,0.63432,0.86294
0.91665,0.18071,0.85823
0.39256,0.16806,0.45244
0.16653,0.90321,0.82932
0.39949,0.52658,0.77403
0.11613,0.15139,0.72612
0.93225,0.62422,0.78075
0.04457,0.9115,0.2788
0.21549,0.74726,0.57156
0.70485,0.31121,0.43712
0.2054,0.53228,0.6078
0.8269,0.7055,0.7185
0.39505,0.92141,0.09711
0.61803,0.77426,0.08689
0.80968,0.63231,0.34807
0.65034,0.8078,0.99025
0.54316,0.72949,0.47219
0.91842,0.10147,0.84474
0.16653,0.90321,0.82932
0.82988,0.68113,0.3237
0.50757,0.1106,0.80724
0.4806,0.8712,0.78003
0.66443,0.80231,0.26564
0.09398,0.86237,0.2174
0.97959,0.13535,0.00157
0.4048,0.75008,0.15602
0.87857,0.78354,0.93769
0.94465,0.5871,0.74141
0.22347,0.55151,0.38442
0.31908,0.41131,0.9535
0.55494,0.01947,0.95026
0.04097,0.29481,0.39508
0.93551,0.61447,0.77052
0.8269,0.7055,0.7185
0.04543,0.28111,0.37726
0.9482,0.57645,0.72993
0.22006,0.55986,0.38089
0.2788,0.87857,0.78354
0.11423,0.14867,0.73263
0.02438,0.13536,0.01016
0.61733,0.52767,0.41522
0.3233,0.32599,0.38861
0.08275,0.16584,0.22163
0.87055,0.80716,0.95931
0.41933,0.43318,0.03183
0.3439,0.81369,0.97319
0.31869,0.8392,0.89901
0.65824,0.81588,0.96684
0.66494,0.80128,0.26705
0.46159,0.9358,0.93206
0.33046,0.79195,0.27979
0.63987,0.34442,0.32789
0.83531,0.44519,0.70634
0.55247,0.58414,0.6185
0.97925,0.01138,0.054
0.37777,0.16445,0.48972
0.09711,0.85501,0.2222
0.486,0.85281,0.73617
0.49754,0.12967,0.77651
0.44098,0.01154,0.96241
0.69227,0.31951,0.32403
0.16274,0.91521,0.84839
0.64578,0.47074,0.92251
0.39885,0.14705,0.40706
0.07274,0.91214,0.18384
0.99619,0.43158,0.56522
0.70603,0.50033,0.12437
0.2254,0.71548,0.51677
0.05617,0.89342,0.31869
0.99956,0.081,0.05595
0.82659,0.97678,0.49038
0.9969,0.12235,0.04237
0.46032,0.94011,0.94209
0.32599,0.38861,0.90864
0.98471,0.00315,0.07281
0.85909,0.84082,0.98939
0.08513,0.15845,0.2113
0.76478,0.11404,0.20173
0.78003,0.26879,0.57542
0.27749,0.41806,0.43359
0.99553,0.43358,0.5676
0.81006,0.49935,0.64574
0.2383,0.67399,0.44408
0.35006,0.33948,0.34419
0.40618,0.29991,0.48996
0.81369,0.97319,0.09935
0.32172,0.40264,0.93641
0.09761,0.19056,0.8269
0.44025,0.00799,0.09819
0.89719,0.31039,0.84749
0.36156,0.85468,0.19286
0.71657,0.38029,0.15798
0.6272,0.36053,0.3826
0.38907,0.51386,0.80806
0.96266,0.03623,0.9969
0.46137,0.19783,0.66443
0.26949,0.54278,0.04302
0.78296,0.0619,0.16559
0.62337,0.49857,0.8488
0.05603,0.89364,0.3182
0.91782,0.89006,0.19896
0.85823,0.75687,0.61187
0.24872,0.33455,0.27469
0.4375,0.57227,0.65078
0.68621,0.32106,0.40481
0.49376,0.86158,0.49272
0.97387,0.13932,0.00674
0.16103,0.21491,0.57245
0.09438,0.1297,0.17075
0.42529,0.55771,0.69023
0.93791,0.2201,0.93432
0.68798,0.463,0.93102
0.96734,0.00513,0.11609
0.27946,0.54076,0.20181
0.47133,0.90274,0.85465
0.84749,0.87479,0.01888
0.30059,0.48877,0.14629
0.93061,0.91996,0.1784
0.57645,0.72993,0.2133
0.08898,0.87412,0.20965
0.28829,0.30752,0.4492
0.49684,0.8158,0.64713
0.41597,0.96266,0.03623
0.31583,0.76219,0.31998
0.48972,0.84012,0.70576
0.34803,0.31596,0.76245
0.24271,0.50424,0.40338
0.62843,0.34993,0.30968
0.84551,0.22834,0.70603
0.11213,0.49522,0.82134
0.41565,0.09077,0.28382
0.96229,0.0908,0.14084
0.37687,0.35319,0.39575
0.22688,0.71072,0.50849
0.29481,0.39508,0.1199
0.15553,0.42542,0.72791
0.5995,0.75467,0.14293
0.2134,0.94051,0.5995
0.74054,0.18318,0.24647
0.10147,0.84474,0.22884
0.65265,0.40618,0.29991
0.17743,0.86865,0.77379
0.68113,0.3237,0.39613
0.87055,0.80716,0.95931
0.8919,0.81125,0.49681
0.14084,0.18654,0.64147
0.31242,0.46291,0.93133
0.31993,0.32425,0.39433
0.82095,0.95213,0.08275
0.70443,0.49754,0.12967
0.63853,0.47978,0.89863
0.15012,0.41371,0.74054
0.83643,0.48983,0.83974
0.00157,0.98239,0.12003
0.3773,0.21891,0.5609
0.20686,0.64931,0.83284
0.80972,0.6324,0.34803
0.83167,0.9813,0.47672
0.33421,0.36156,0.85468
0.4062,0.09116,0.49684
0.68184,0.76694,0.31361
0.1784,0.86557,0.7688
0.55384,0.42436,0.06151
0.9841,0.46824,0.60841
0.0843,0.16103,0.21491
0.44083,0.00603,0.09373
0.00674,0.39949,0.52658
0.68877,0.47012,0.18143
0.12235,0.04237,0.04372
0.23818,0.27946,0.54076
0.37161,0.23783,0.60076
0.661,0.80925,0.25611
0.56447,0.42792,0.04954
0.92485,0.2492,0.90701
0.48956,0.84066,0.70706
0.41694,0.73707,0.19304
0.61525,0.50857,0.82218
0.39354,0.91842,0.10147
0.67961,0.32449,0.39354
0.87412,0.20965,0.76596
0.8392,0.89901,0.03937
0.01888,0.36247,0.48103
0.29973,0.40145,0.10345
0.51036,0.63315,0.48408
0.21902,0.26823,0.57724
0.89863,0.4961,0.81833
0.1685,0.71309,0.70287
0.48408,0.39885,0.14705
0.28183,0.53305,0.18738
0.7688,0.58682,0.54316
0.34927,0.8082,0.98909
0.64931,0.83284,0.22347
0.82659,0.97678,0.49038
0.43358,0.5676,0.66345
0.78673,0.28689,0.39461
0.89116,0.19822,0.80248
0.82218,0.48798,0.84605
0.4584,0.94661,0.95719
0.95931,0.54307,0.69339
0.39916,0.14601,0.4048
0.23509,0.92033,0.65978
0.73482,0.47328,0.89611
0.49754,0.12967,0.77651
0.77403,0.4806,0.8712
0.225,0.57376,0.55885
0.81054,0.25434,0.47552
0.24872,0.33455,0.27469
0.19286,0.62615,0.35102
0.50424,0.40338,0.13189
0.55885,0.68714,0.46281
0.1784,0.86557,0.7688
0.73005,0.54198,0.04457
0.56823,0.3773,0.21891
0.86237,0.2174,0.74114
0.09527,0.29377,0.86394
0.34191,0.81513,0.24802
0.05909,0.2134,0.94051
0.96899,0.1432,0.97688
0.46396,0.05603,0.89364
0.13932,0.00674,0.39949
0.8078,0.99025,0.11255
0.72791,0.21902,0.26823
0.89611,0.83903,0.23249
0.03186,0.93119,0.23509
0.06151,0.21881,0.93551
0.55986,0.38089,0.20697
0.04876,0.4991,0.80808
0.31583,0.76219,0.31998
0.46475,0.92508,0.90705
0.10884,0.81006,0.49935
0.46706,0.91724,0.8887
0.13491,0.76802,0.58846
0.18143,0.69172,0.74676
0.15012,0.41371,0.74054
0.16289,0.23371,0.68877
0.82095,0.95213,0.08275
0.09488,0.12814,0.16853
0.62801,0.36199,0.37998
0.70706,0.31003,0.44098
0.93769,0.60795,0.76363
0.34807,0.31583,0.76219
0.80655,0.2528,0.6272
0.21881,0.93551,0.61447
0.01361,0.00062,0.07859
0.94209,0.16274,0.91521
0.44926,0.38474,0.19414
0.04302,0.91391,0.27347
0.38136,0.2054,0.53228
0.55771,0.69023,0.46354
0.69271,0.31766,0.41597
0.49478,0.13491,0.76802
0.11976,0.05048,0.05576
0.67686,0.46032,0.94011
0.73259,0.29606,0.48667
0.15583,0.93705,0.88281
0.2147,0.57297,0.37525
0.31462,0.42594,0.9822
0.34056,0.25945,0.47442
0.76596,0.60344,0.9244
0.33678,0.82095,0.95213
0.45922,0.94384,0.95076
0.96684,0.09438,0.1297
0.70443,0.49754,0.12967
0.69836,0.30241,0.31508
0.84066,0.70706,0.31003
0.75687,0.61187,0.51271
0.54118,0.73482,0.47328
0.46291,0.93133,0.92164
0.29991,0.48996,0.14404
0.68137,0.35006,0.33948
0.51271,0.81113,0.48644
0.03183,0.15219,0.99553
0.56835,0.72114,0.23818
0.31462,0.42594,0.9822
0.81513,0.24802,0.49114
0.1297,0.17075,0.67961
0.27749,0.41806,0.43359
0.51036,0.63315,0.48408
0.26614,0.54855,0.03186
0.77899,0.26941,0.57341
0.37726,0.16576,0.48956
0.86221,0.83167,0.9813
0.34896,0.46415,0.93987
0.35151,0.83449,0.22117
0.31637,0.32241,0.40037
0.68735,0.41808,0.06036
0.39916,0.14601,0.4048
0.82134,0.66053,0.33421
0.76802,0.58846,0.54118
0.39575,0.31895,0.45654
0.23386,0.92148,0.65636
0.65135,0.4337,0.37814
0.22117,0.55714,0.38205
0.47114,0.41565,0.09077
0.91665,0.18071,0.85823
0.74767,0.16289,0.23371
0.70338,0.28829,0.30752
0.76219,0.31998,0.31154
0.83199,0.68621,0.32106
0.34419,0.81974,0.24165
0.52628,0.77483,0.48073
0.6272,0.36053,0.3826
0.49131,0.83469,0.69271
0.94661,0.95719,0.15184
0.45216,0.69867,0.30154
0.55151,0.38442,0.19521
0.94051,0.5995,0.75467
0.58965,0.60348,0.44025
0.49935,0.64574,0.44926
0.36953,0.24474,0.61525
0.22233,0.93225,0.62422
0.49935,0.64574,0.44926
0.95149,0.9685,0.14356
0.39793,0.15012,0.41371
0.86394,0.82659,0.97678
0.24999,0.63628,0.37687
0.48996,0.14404,0.75318
0.16988,0.8926,0.81237
0.50849,0.10884,0.81006
0.91996,0.1784,0.86557
0.46775,0.68137,0.35006
0.90265,0.19038,0.82747
0.92508,0.90705,0.18736
0.31869,0.8392,0.89901
0.406,0.30024,0.48938
0.93133,0.92164,0.17722
0.64564,0.45228,0.96734
0.06197,0.07274,0.91214
0.94292,0.2089,0.94465
0.4682,0.68087,0.35145
0.19521,0.5106,0.63287
0.03817,0.30341,0.4062
0.1565,0.93493,0.87948
0.69172,0.74676,0.34056
0.57245,0.37547,0.225
0.83912,0.2147,0.57297
0.57376,0.55885,0.68714
0.48103,0.89532,0.49584
0.31766,0.41597,0.96266
0.91308,0.18319,0.85035
0.19783,0.66443,0.80231
0.40037,0.93193,0.08171
0.39631,0.15553,0.42542
0.58414,0.6185,0.44469
0.8128,0.63987,0.34442
0.60841,0.55216,0.42379
0.57058,0.56265,0.67686
0.64863,0.44125,0.38136
0.34197,0.81566,0.96748
0.86453,0.21598,0.74569
0.3182,0.83969,0.89758
0.06322,0.16653,0.90321
0.30608,0.74226,0.34652
0.40581,0.30059,0.48877
0.4961,0.81833,0.65325
0.40481,0.9407,0.0688
0.96537,0.14586,0.9685
0.09506,0.83207,0.45216
0.26941,0.57341,0.26243
0.65441,0.33726,0.35151
0.86528,0.21549,0.74726
0.11609,0.06197,0.07274
0.71548,0.51677,0.09303
0.42436,0.06151,0.21881
0.93154,0.62634,0.78296
0.91391,0.27347,0.88374
0.34756,0.40581,0.30059
0.75138,0.62337,0.49857
0.30687,0.34455,0.45489
0.30608,0.74226,0.34652
0.08689,0.18317,0.85041
0.73259,0.29606,0.48667
0.25434,0.47552,0.41407
0.16517,0.9841,0.46824
0.84828,0.74064,0.64578
0.47328,0.89611,0.83903
0.11255,0.07303,0.08898
0.85035,0.74402,0.63873
0.22163,0.55602,0.38252
0.93432,0.61803,0.77426
0.39508,0.1199,0.49454
0.70287,0.39809,0.11213
0.29377,0.86394,0.82659
0.83528,0.22006,0.55986
0.41897,0.07963,0.25915
0.51386,0.80806,0.486
0.39214,0.12749,0.49382
0.30341,0.4062,0.09116
0.18197,0.85423,0.75036
0.47442,0.89223,0.82987
0.8919,0.81125,0.49681
0.22086,0.73005,0.54198
0.99553,0.43358,0.5676
0.73707,0.19304,0.25255
0.32645,0.2952,0.46689
0.34652,0.24431,0.47732
0.14356,0.97575,0.94292
0.93206,0.16988,0.8926
0.17722,0.86932,0.77488
0.80655,0.2528,0.6272
0.04372,0.97959,0.13535
0.34086,0.33964,0.81054
0.48667,0.09961,0.82482
0.36247,0.48103,0.89532
0.33455,0.27469,0.47133
0.6554,0.33677,0.35312
0.51677,0.09303,0.83531
0.72752,0.8847,0.76546
0.95169,0.15583,0.93705
0.74676,0.34056,0.25945
0.81113,0.48644,0.85131
0.2788,0.87857,0.78354
0.24495,0.65255,0.406
0.93432,0.61803,0.77426
0.93987,0.49863,0.80968
0.79718,0.65608,0.81919
0.3182,0.83969,0.89758
0.43158,0.56522,0.6699
0.00755,0.9685,0.15144
0.68877,0.47012,0.18143
0.12003,0.0233,0.34896
0.38861,0.90864,0.1157
0.96229,0.0908,0.14084
0.2113,0.58127,0.37161
0.85579,0.4921,0.83199
0.18471,0.48817,0.65843
0.85423,0.75036,0.6255
0.47328,0.89611,0.83903
0.38252,0.20154,0.52408
0.06979,0.20599,0.27698
0.38442,0.19521,0.5106
0.63287,0.48486,0.39916
0.18318,0.24647,0.64765
0.23249,0.69269,0.477
0.47133,0.90274,0.85465
0.7825,0.06322,0.16653
0.993,0.06402,0.06979
0.22086,0.73005,0.54198
0.62801,0.36199,0.37998
0.17075,0.67961,0.32449
0.70285,0.49478,0.13491
0.04171,0.29254,0.39214
0.92141,0.09711,0.85501
0.92164,0.17722,0.86932
0.55216,0.42379,0.06343
0.18654,0.64147,0.34364
0.78508,0.55247,0.58414
0.21881,0.93551,0.61447
0.99826,0.42529,0.55771
0.20503,0.9482,0.57645
0.46396,0.05603,0.89364
0.83974,0.70485,0.31121
0.3814,0.77486,0.08516
0.30024,0.48938,0.14514
0.28513,0.51571,0.09506
0.80806,0.486,0.85281
0.56522,0.6699,0.45859
0.93193,0.08171,0.89116
0.38757,0.18471,0.48817
0.49522,0.82134,0.66053
0.45654,0.20686,0.64931
0.48644,0.85131,0.73259
0.78296,0.0619,0.16559
0.89863,0.4961,0.81833
0.47732,0.88237,0.80655
0.1432,0.97688,0.94465
0.77486,0.08516,0.18197
0.51271,0.81113,0.48644
0.19414,0.50832,0.63549
0.8712,0.78003,0.26879
0.56107,0.00755,0.9685
0.45696,0.95149,0.9685
0.11226,0.81926,0.24495
0.48938,0.14514,0.75138
0.64765,0.39725,0.31621
0.19822,0.80248,0.66494
0.38474,0.19414,0.50832
0.00714,0.96913,0.15002
0.081,0.05595,0.24872
0.43359,0.03045,0.14907
0.49593,0.81891,0.65465
0.81396,0.97241,0.09874
0.54076,0.20181,0.65777
0.19304,0.25255,0.62801
0.53323,0.06144,0.88518
0.72498,0.53323,0.06144
0.34442,0.32789,0.78673
0.64863,0.44125,0.38136
0.14586,0.9685,0.93174
0.84778,0.22688,0.71072
0.83903,0.23249,0.69269
0.8078,0.99025,0.11255
0.2254,0.71548,0.51677
0.9115,0.2788,0.87857
0.40338,0.13189,0.3741
0.09506,0.83207,0.45216
0.79195,0.27979,0.41233
0.39433,0.91998,0.0992
0.74569,0.56887,0.99234
0.30241,0.31508,0.42443
0.37525,0.22573,0.5753
0.13189,0.3741,0.7825
0.39256,0.16806,0.45244
