0.809084,0.586975,0.921254,0.275671,0.758771,0.695543,0.804699,0.597202,0.914097,0.29839,0.795543,0.618086,0.897012,0.35105,0.865693
0.644519,0.870634,0.427996,0.930299,0.246403,0.705617,0.789342,0.631869,0.88392,0.389901,0.903937,0.329973,0.840145,0.510345,0.949593
0.59969,0.912235,0.304237,0.804372,0.597959,0.913535,0.300157,0.798239,0.612003,0.90233,0.334896,0.846415,0.493987,0.949863,0.180968
0.905792,0.324265,0.832645,0.52952,0.946689,0.191782,0.589006,0.919896,0.280012,0.7661,0.680925,0.825611,0.547114,0.941565,0.209077
0.94991,0.180808,0.562843,0.934993,0.230968,0.674963,0.833674,0.526914,0.947247,0.189886,0.584551,0.922834,0.270603,0.750033,0.712437
0.692355,0.809398,0.586237,0.92174,0.274114,0.756107,0.700755,0.79685,0.615144,0.899619,0.343158,0.856522,0.46699,0.945859,0.194597
0.848103,0.489532,0.949584,0.181922,0.56554,0.933677,0.235312,0.683773,0.821664,0.556823,0.93773,0.221891,0.65609,0.857416,0.464564
0.933948,0.234419,0.681974,0.824165,0.550685,0.940238,0.213524,0.63814,0.877486,0.408516,0.918197,0.285423,0.775036,0.66255,0.849594
0.878296,0.40619,0.916559,0.290619,0.783406,0.644788,0.870338,0.428829,0.930752,0.24492,0.70275,0.793791,0.62201,0.893432,0.361803
0.337297,0.849405,0.486081,0.949264,0.183015,0.568178,0.932337,0.239722,0.69257,0.809084,0.586975,0.921254,0.275671,0.758771,0.695543
0.585008,0.92254,0.271548,0.751677,0.709303,0.783531,0.644519,0.870634,0.427996,0.930299,0.246403,0.705617,0.789342,0.631869,0.88392
0.223859,0.660235,0.852434,0.478003,0.948161,0.186777,0.577187,0.92736,0.255981,0.723728,0.759794,0.693527,0.80768,0.590265,0.919038
0.312814,0.816853,0.568496,0.932172,0.240264,0.693641,0.807512,0.590658,0.918768,0.283607,0.772061,0.668735,0.841808,0.506036,0.949862
0.934017,0.234191,0.681513,0.824802,0.549114,0.940834,0.211528,0.633779,0.881992,0.395512,0.908513,0.315845,0.82113,0.558127,0.937161
0.80992,0.585008,0.92254,0.271548,0.751677,0.709303,0.783531,0.644519,0.870634,0.427996,0.930299,0.246403,0.705617,0.789342,0.631869
0.886394,0.382659,0.897678,0.349038,0.8634,0.448174,0.939793,0.215012,0.641371,0.874054,0.418318,0.924647,0.264765,0.739725,0.731621
0.94961,0.181833,0.565325,0.933784,0.234959,0.683062,0.822656,0.554394,0.938757,0.218471,0.648817,0.865843,0.441404,0.936953,0.224474
0.216806,0.645244,0.869836,0.430241,0.931508,0.242443,0.697925,0.801138,0.6054,0.907785,0.318103,0.824271,0.550424,0.940338,0.213189
0.704457,0.79115,0.62788,0.887857,0.378354,0.893769,0.360795,0.876363,0.411733,0.920394,0.278422,0.763432,0.686294,0.818119,0.565441
0.365978,0.881745,0.396229,0.90908,0.314084,0.818654,0.564147,0.934364,0.233046,0.679195,0.827979,0.541233,0.943539,0.202438,0.613536
0.253305,0.718738,0.768184,0.676694,0.831361,0.53276,0.945922,0.194384,0.595076,0.91565,0.293493,0.787948,0.634927,0.88082,0.398909
0.568113,0.93237,0.239613,0.692355,0.809398,0.586237,0.92174,0.274114,0.756107,0.700755,0.79685,0.615144,0.899619,0.343158,0.856522
0.783207,0.645216,0.869867,0.430154,0.931462,0.242594,0.69822,0.800694,0.606416,0.906967,0.320636,0.827749,0.541806,0.943359,0.203045
0.265255,0.7406,0.730024,0.748938,0.714514,0.775138,0.662337,0.849857,0.48488,0.949131,0.183469,0.569271,0.931766,0.241597,0.696266
0.788281,0.634197,0.881566,0.396748,0.909488,0.312814,0.816853,0.568496,0.932172,0.240264,0.693641,0.807512,0.590658,0.918768,0.283607
0.750033,0.712437,0.778508,0.655247,0.858414,0.46185,0.944469,0.1993,0.606402,0.906979,0.320599,0.827698,0.541933,0.943318,0.203183
0.1993,0.606402,0.906979,0.320599,0.827698,0.541933,0.943318,0.203183,0.615219,0.899553,0.343358,0.85676,0.466345,0.945696,0.195149
0.946689,0.191782,0.589006,0.919896,0.280012,0.7661,0.680925,0.825611,0.547114,0.941565,0.209077,0.628382,0.887369,0.379792,0.89509
0.872993,0.42133,0.926482,0.25883,0.728981,0.750757,0.71106,0.780724,0.650537,0.863887,0.446828,0.939256,0.216806,0.645244,0.869836
0.257542,0.726614,0.754855,0.703186,0.793119,0.623509,0.892033,0.365978,0.881745,0.396229,0.90908,0.314084,0.818654,0.564147,0.934364
0.361447,0.877052,0.409761,0.919056,0.28269,0.77055,0.67185,0.837777,0.516445,0.948972,0.184012,0.570576,0.931072,0.243872,0.700714
0.85676,0.466345,0.945696,0.195149,0.59685,0.914356,0.297575,0.794292,0.62089,0.894465,0.35871,0.874141,0.41807,0.924492,0.265265
0.483643,0.948983,0.183974,0.570485,0.931121,0.243712,0.700403,0.797387,0.613932,0.900674,0.339949,0.852658,0.477403,0.94806,0.18712
0.700714,0.796913,0.615002,0.899743,0.342781,0.856072,0.468208,0.946159,0.19358,0.593206,0.916988,0.28926,0.781237,0.649442,0.865135
